base	variant	strict	exception	1y_tr	1y_pnl	1y_pdd	2y_pnl	2y_pdd	10y_pnl	10y_pdd	d1_pnl_vs_ctl	d2_pnl_vs_ctl	d10_pnl_vs_ctl	d1_pdd_vs_ctl	d2_pdd_vs_ctl	d10_pdd_vs_ctl	d1_pnl_vs_champ	d2_pnl_vs_champ	d10_pnl_vs_champ	d1_pdd_vs_champ	d2_pdd_vs_champ	d10_pdd_vs_champ
r5a_km03_h1_sm0.0386_sl0.0192_sh1.35_1.25_goff	ctl	0	0	709	14517.074711999432	1.1145252148186575	15499.524552001621	0.9973487880058195	-56028.574591994795	-0.8656019085083521	0.0	0.0	0.0	0.0	0.0	0.0	133.68204799995328	124.72021599994514	-286.422992000058	0.008711036025840002	0.03681515634377519	-0.002991829342289476
r5a_km03_h1_sm0.0386_sl0.0192_sh1.35_1.25_goff	dboth	0	0	711	14356.680511999388	1.1043342217494698	15317.585256001581	0.9774402040376085	-57552.64746399519	-0.8724070930416657	-160.3942000000443	-181.93929600004049	-1524.0728720003972	-0.010190993069187693	-0.019908583968211047	-0.006805184533313691	-26.71215200009101	-57.219080000095346	-1810.4958640004552	-0.0014799570433476905	0.016906572375564144	-0.009797013875603167
r5a_km03_h1_sm0.0386_sl0.0192_sh1.35_1.25_goff	dhtr	0	0	711	14356.680511999388	1.1043342217494698	15317.585256001581	0.9774402040376085	-57552.64746399519	-0.8724070930416657	-160.3942000000443	-181.93929600004049	-1524.0728720003972	-0.010190993069187693	-0.019908583968211047	-0.006805184533313691	-26.71215200009101	-57.219080000095346	-1810.4958640004552	-0.0014799570433476905	0.016906572375564144	-0.009797013875603167
r5a_km03_h1_sm0.0386_sl0.0192_sh1.35_1.25_goff	dstr	0	0	711	14356.680511999388	1.1043342217494698	15317.585256001581	0.9774402040376085	-57554.598687995196	-0.8723492491149611	-160.3942000000443	-181.93929600004049	-1526.0240960004012	-0.010190993069187693	-0.019908583968211047	-0.006747340606609087	-26.71215200009101	-57.219080000095346	-1812.4470880004592	-0.0014799570433476905	0.016906572375564144	-0.009739169948898563
r5a_km03_h1_sm0.0386_sl0.0192_sh1.40_1.30_gpermission	ctl	0	0	711	14356.680511999388	1.1043342217494698	15317.585256001581	0.9774402040376085	-57554.598687995196	-0.8723492491149611	0.0	0.0	0.0	0.0	0.0	0.0	-26.71215200009101	-57.219080000095346	-1812.4470880004592	-0.0014799570433476905	0.016906572375564144	-0.009739169948898563
r5a_km03_h1_sm0.0386_sl0.0192_sh1.40_1.30_gpermission	dboth	0	0	711	14356.680511999388	1.1043342217494698	15317.585256001581	0.9774402040376085	-57552.64746399519	-0.8724070930416657	0.0	0.0	1.9512240000040038	0.0	0.0	-5.784392670460381e-05	-26.71215200009101	-57.219080000095346	-1810.4958640004552	-0.0014799570433476905	0.016906572375564144	-0.009797013875603167
r5a_km03_h1_sm0.0386_sl0.0192_sh1.40_1.30_gpermission	dhtr	0	0	711	14356.680511999388	1.1043342217494698	15317.585256001581	0.9774402040376085	-57552.64746399519	-0.8724070930416657	0.0	0.0	1.9512240000040038	0.0	0.0	-5.784392670460381e-05	-26.71215200009101	-57.219080000095346	-1810.4958640004552	-0.0014799570433476905	0.016906572375564144	-0.009797013875603167
r5a_km03_h1_sm0.0386_sl0.0192_sh1.40_1.30_gpermission	dstr	0	0	711	14356.680511999388	1.1043342217494698	15317.585256001581	0.9774402040376085	-57554.598687995196	-0.8723492491149611	0.0	0.0	0.0	0.0	0.0	0.0	-26.71215200009101	-57.219080000095346	-1812.4470880004592	-0.0014799570433476905	0.016906572375564144	-0.009739169948898563
r5a_km03_h1_sm0.0388_sl0.0192_sh1.40_1.30_goff	ctl	0	0	710	14498.133375999434	1.1131537184222182	15487.832936001614	0.9966155394859739	-56037.4014799947	-0.8655310658924918	0.0	0.0	0.0	0.0	0.0	0.0	114.74071199995524	113.0285999999378	-295.24987999996665	0.007339539629400704	0.036081907823929615	-0.0029209867264292644
r5a_km03_h1_sm0.0388_sl0.0192_sh1.40_1.30_goff	dboth	0	0	711	14349.004231999395	1.1037854487803795	15296.381768001582	0.975990528828398	-57569.30894399533	-0.8723624381952292	-149.12914400003865	-191.45116800003234	-1531.9074640006293	-0.009368269641838678	-0.020625010657575937	-0.006831372302737337	-34.38843200008341	-78.42256800009454	-1827.157344000596	-0.0020287300124379737	0.015456897166353678	-0.009752359029166602
r5a_km03_h1_sm0.0388_sl0.0192_sh1.40_1.30_goff	dhtr	0	0	711	14349.004231999395	1.1037854487803795	15296.381768001582	0.975990528828398	-57569.30894399533	-0.8723624381952292	-149.12914400003865	-191.45116800003234	-1531.9074640006293	-0.009368269641838678	-0.020625010657575937	-0.006831372302737337	-34.38843200008341	-78.42256800009454	-1827.157344000596	-0.0020287300124379737	0.015456897166353678	-0.009752359029166602
r5a_km03_h1_sm0.0388_sl0.0192_sh1.40_1.30_goff	dstr	0	0	711	14349.004231999395	1.1037854487803795	15296.381768001582	0.975990528828398	-57578.70711999534	-0.8723912825886859	-149.12914400003865	-191.45116800003234	-1541.305640000639	-0.009368269641838678	-0.020625010657575937	-0.006860216696194077	-34.38843200008341	-78.42256800009454	-1836.5555200006056	-0.0020287300124379737	0.015456897166353678	-0.009781203422623341
r5a_km03_h1_sm0.0390_sl0.0192_sh1.37_1.27_gpermission	ctl	0	0	712	14316.5690719994	1.0998774005346517	15288.415136001577	0.975155054182059	-57593.42683999534	-0.8725143778496073	0.0	0.0	0.0	0.0	0.0	0.0	-66.82359200007886	-86.38920000009966	-1851.2752400006066	-0.0059367782581658535	0.014621422520014637	-0.009904298683544699
r5a_km03_h1_sm0.0390_sl0.0192_sh1.37_1.27_gpermission	dboth	0	0	712	14316.5690719994	1.0998774005346517	15288.415136001577	0.975155054182059	-57579.50345599536	-0.8724146064122393	0.0	0.0	13.923383999986982	0.0	0.0	9.977143736794591e-05	-66.82359200007886	-86.38920000009966	-1837.3518560006196	-0.0059367782581658535	0.014621422520014637	-0.009804527246176753
r5a_km03_h1_sm0.0390_sl0.0192_sh1.37_1.27_gpermission	dhtr	0	0	712	14316.5690719994	1.0998774005346517	15288.415136001577	0.975155054182059	-57579.50345599536	-0.8724146064122393	0.0	0.0	13.923383999986982	0.0	0.0	9.977143736794591e-05	-66.82359200007886	-86.38920000009966	-1837.3518560006196	-0.0059367782581658535	0.014621422520014637	-0.009804527246176753
r5a_km03_h1_sm0.0390_sl0.0192_sh1.37_1.27_gpermission	dstr	0	0	712	14316.5690719994	1.0998774005346517	15288.415136001577	0.975155054182059	-57593.42683999534	-0.8725143778496073	0.0	0.0	0.0	0.0	0.0	0.0	-66.82359200007886	-86.38920000009966	-1851.2752400006066	-0.0059367782581658535	0.014621422520014637	-0.009904298683544699
r5a_km03_h1_sm0.0390_sl0.0194_sh1.32_1.22_gpermission	ctl	0	0	702	14134.089284999589	1.0689959811914977	15464.436621001867	0.9465017357788106	-58664.810258995145	-0.8777711118586341	0.0	0.0	0.0	0.0	0.0	0.0	-249.3033789998899	89.63228500019068	-2922.658659000408	-0.03681819760131977	-0.014031895883233725	-0.015161032692571519
r5a_km03_h1_sm0.0390_sl0.0194_sh1.32_1.22_gpermission	dboth	0	0	702	14134.089284999589	1.0689959811914977	15464.436621001867	0.9465017357788106	-58653.50916299515	-0.8777216631065271	0.0	0.0	11.301095999995596	0.0	0.0	4.9448752106995286e-05	-249.3033789998899	89.63228500019068	-2911.3575630004125	-0.03681819760131977	-0.014031895883233725	-0.015111583940464524
r5a_km03_h1_sm0.0390_sl0.0194_sh1.32_1.22_gpermission	dhtr	0	0	702	14134.089284999589	1.0689959811914977	15464.436621001867	0.9465017357788106	-58653.50916299515	-0.8777216631065271	0.0	0.0	11.301095999995596	0.0	0.0	4.9448752106995286e-05	-249.3033789998899	89.63228500019068	-2911.3575630004125	-0.03681819760131977	-0.014031895883233725	-0.015111583940464524
r5a_km03_h1_sm0.0390_sl0.0194_sh1.32_1.22_gpermission	dstr	0	0	702	14134.089284999589	1.0689959811914977	15464.436621001867	0.9465017357788106	-58664.810258995145	-0.8777711118586341	0.0	0.0	0.0	0.0	0.0	0.0	-249.3033789998899	89.63228500019068	-2922.658659000408	-0.03681819760131977	-0.014031895883233725	-0.015161032692571519
r5a_km03_h1_sm0.0390_sl0.0194_sh1.33_1.23_goff	ctl	0	0	700	14292.708918999597	1.0793492331253678	15635.086062001896	0.9651432822739311	-57600.275320994995	-0.8728676872124022	0.0	0.0	0.0	0.0	0.0	0.0	-90.68374499988204	260.28172600021935	-1858.1237210002582	-0.026464945667449724	0.004609650611886784	-0.010257608046339572
r5a_km03_h1_sm0.0390_sl0.0194_sh1.33_1.23_goff	dboth	0	0	702	14134.089284999589	1.0689959811914977	15464.436621001867	0.9465017357788106	-58653.50916299515	-0.8777216631065271	-158.61963400000786	-170.64944100002867	-1053.2338420001543	-0.010353251933870045	-0.01864154649512051	-0.004853975894124951	-249.3033789998899	89.63228500019068	-2911.3575630004125	-0.03681819760131977	-0.014031895883233725	-0.015111583940464524
r5a_km03_h1_sm0.0390_sl0.0194_sh1.33_1.23_goff	dhtr	0	0	702	14134.089284999589	1.0689959811914977	15464.436621001867	0.9465017357788106	-58653.50916299515	-0.8777216631065271	-158.61963400000786	-170.64944100002867	-1053.2338420001543	-0.010353251933870045	-0.01864154649512051	-0.004853975894124951	-249.3033789998899	89.63228500019068	-2911.3575630004125	-0.03681819760131977	-0.014031895883233725	-0.015111583940464524
r5a_km03_h1_sm0.0390_sl0.0194_sh1.33_1.23_goff	dstr	0	0	702	14134.089284999589	1.0689959811914977	15464.436621001867	0.9465017357788106	-58664.810258995145	-0.8777711118586341	-158.61963400000786	-170.64944100002867	-1064.5349380001499	-0.010353251933870045	-0.01864154649512051	-0.004903424646231946	-249.3033789998899	89.63228500019068	-2922.658659000408	-0.03681819760131977	-0.014031895883233725	-0.015161032692571519
r5a_km03_h1_sm0.0392_sl0.0192_sh1.37_1.27_goff	ctl	0	1	711	14463.842775999421	1.1099770751388636	15444.46027200161	0.9930138754163097	-56332.125079995036	-0.8668654306040089	0.0	0.0	0.0	0.0	0.0	0.0	80.45011199994224	69.65593599993372	-589.9734800002989	0.004162896346046052	0.03248024375426539	-0.004255351437946309
r5a_km03_h1_sm0.0392_sl0.0192_sh1.37_1.27_goff	dboth	0	0	713	14305.150599999393	1.0989462185742918	15263.405240001586	0.9733478703844957	-57621.84547199542	-0.8727851136664124	-158.69217600002776	-181.05503200002386	-1289.7203920003813	-0.011030856564571812	-0.019666005031814038	-0.005919683062403536	-78.24206400008552	-111.39909600009014	-1879.6938720006801	-0.006867960218525759	0.012814238722451354	-0.010175034500349844
r5a_km03_h1_sm0.0392_sl0.0192_sh1.37_1.27_goff	dhtr	0	0	713	14305.150599999393	1.0989462185742918	15263.405240001586	0.9733478703844957	-57621.84547199542	-0.8727851136664124	-158.69217600002776	-181.05503200002386	-1289.7203920003813	-0.011030856564571812	-0.019666005031814038	-0.005919683062403536	-78.24206400008552	-111.39909600009014	-1879.6938720006801	-0.006867960218525759	0.012814238722451354	-0.010175034500349844
r5a_km03_h1_sm0.0392_sl0.0192_sh1.37_1.27_goff	dstr	0	0	713	14305.150599999393	1.0989462185742918	15263.405240001586	0.9733478703844957	-57638.868847995356	-0.8729503896203471	-158.69217600002776	-181.05503200002386	-1306.7437680003204	-0.011030856564571812	-0.019666005031814038	-0.0060849590163382095	-78.24206400008552	-111.39909600009014	-1896.7172480006193	-0.006867960218525759	0.012814238722451354	-0.010340310454284518
r5a_km03_h1_sm0.0392_sl0.0194_sh1.32_1.22_goff	ctl	0	0	700	14283.644260999608	1.0785800366436953	15627.012611001903	0.9645522117197812	-57622.25484199501	-0.8730435349466696	0.0	0.0	0.0	0.0	0.0	0.0	-99.74840299987045	252.20827500022642	-1880.103242000274	-0.02723414214912223	0.00401858005773692	-0.01043345578060706
r5a_km03_h1_sm0.0392_sl0.0194_sh1.32_1.22_goff	dboth	0	0	702	14128.13291199958	1.068583943813522	15448.510406001858	0.9453111457420381	-58725.03616499528	-0.8779388346587313	-155.51134900002762	-178.50220500004434	-1102.781323000272	-0.00999609283017322	-0.01924106597774311	-0.004895299712061707	-255.25975199989807	73.70607000018208	-2982.884565000546	-0.03723023497929545	-0.01522248592000619	-0.015328755492668766
r5a_km03_h1_sm0.0392_sl0.0194_sh1.32_1.22_goff	dhtr	0	0	702	14128.13291199958	1.068583943813522	15448.510406001858	0.9453111457420381	-58725.03616499528	-0.8779388346587313	-155.51134900002762	-178.50220500004434	-1102.781323000272	-0.00999609283017322	-0.01924106597774311	-0.004895299712061707	-255.25975199989807	73.70607000018208	-2982.884565000546	-0.03723023497929545	-0.01522248592000619	-0.015328755492668766
r5a_km03_h1_sm0.0392_sl0.0194_sh1.32_1.22_goff	dstr	0	0	702	14128.13291199958	1.068583943813522	15448.510406001858	0.9453111457420381	-58736.87941099525	-0.8779932901469962	-155.51134900002762	-178.50220500004434	-1114.6245690002397	-0.00999609283017322	-0.01924106597774311	-0.004949755200326589	-255.25975199989807	73.70607000018208	-2994.7278110005136	-0.03723023497929545	-0.01522248592000619	-0.015383210980933648
r5a_km03_h3_sm0.0390_sl0.0192_sh1.33_1.23_goff	ctl	0	0	712	14355.512175999484	1.1030763821465848	15340.88946400168	0.9579412918434694	-55747.228751994626	-0.8626569094507688	0.0	0.0	0.0	0.0	0.0	0.0	-27.88048799999524	-33.91487199999574	-5.077151999888883	-0.0027377966462327485	-0.0025923398185748736	-4.6830284706200764e-05
r5a_km03_h3_sm0.0390_sl0.0192_sh1.33_1.23_goff	dboth	0	0	713	13796.446079999454	1.0655962175922271	14774.98039200162	0.9119343326538546	-57388.54412799527	-0.8712058566963554	-559.0660960000296	-565.9090720000604	-1641.3153760006462	-0.03748016455435765	-0.04600695918961484	-0.008548947245586636	-586.9465840000248	-599.8239440000561	-1646.392528000535	-0.0402179612005904	-0.04859929900818971	-0.008595777530292836
r5a_km03_h3_sm0.0390_sl0.0192_sh1.33_1.23_goff	dhtr	0	0	713	13796.446079999454	1.0655962175922271	14774.98039200162	0.9119343326538546	-57409.71969599535	-0.8712655360329155	-559.0660960000296	-565.9090720000604	-1662.490944000725	-0.03748016455435765	-0.04600695918961484	-0.008608626582146672	-586.9465840000248	-599.8239440000561	-1667.5680960006139	-0.0402179612005904	-0.04859929900818971	-0.008655456866852873
r5a_km03_h3_sm0.0390_sl0.0192_sh1.33_1.23_goff	dstr	0	0	713	14110.322759999452	1.0867674161440746	15076.319432001626	0.9298503614269351	-57246.931847995314	-0.869261673434392	-245.189416000032	-264.5700320000542	-1499.7030960006887	-0.016308966002510195	-0.02809093041653432	-0.006604763983623196	-273.06990400002724	-298.48490400004994	-1504.7802480005776	-0.019046762648742943	-0.030683270235109195	-0.006651594268329397
r5a_km03_h3_sm0.0392_sl0.0192_sh1.32_1.22_goff	ctl	0	0	712	14349.283847999483	1.102545952284212	15326.459016001672	0.9569149757183025	-56039.96357599477	-0.8640277739948378	0.0	0.0	0.0	0.0	0.0	0.0	-34.108815999996295	-48.345320000003994	-297.8119760000336	-0.0032682265086054763	-0.0036186559437417776	-0.0014176948287751845
r5a_km03_h3_sm0.0392_sl0.0192_sh1.32_1.22_goff	dboth	0	0	714	13778.832567999454	1.0636575586832264	14762.173824001633	0.9109425526558693	-57396.197727995306	-0.8713085365792836	-570.4512800000284	-564.2851920000394	-1356.2341520005357	-0.038888393600985616	-0.04597242306243321	-0.007280762584445877	-604.5600960000247	-612.6305120000434	-1654.0461280005693	-0.04215662010959109	-0.04959107900617499	-0.008698457413221061
r5a_km03_h3_sm0.0392_sl0.0192_sh1.32_1.22_goff	dhtr	0	0	714	13778.832567999454	1.0636575586832264	14762.173824001633	0.9109425526558693	-57419.175767995366	-0.8713650145646897	-570.4512800000284	-564.2851920000394	-1379.2121920005957	-0.038888393600985616	-0.04597242306243321	-0.007337240569851966	-604.5600960000247	-612.6305120000434	-1677.0241680006293	-0.04215662010959109	-0.04959107900617499	-0.00875493539862715
r5a_km03_h3_sm0.0392_sl0.0192_sh1.32_1.22_goff	dstr	0	0	714	14096.698767999462	1.0852095265895636	15060.84522400163	0.9287618751743943	-57255.78284799526	-0.869364709465171	-252.58508000002075	-265.61379200004194	-1215.8192720004881	-0.01733642569464844	-0.028153100543908183	-0.005336935470333204	-286.69389600001705	-313.95911200004593	-1513.6312480005217	-0.020604652203253915	-0.03177175648764996	-0.006754630299108388
r5b2_km03_off_none_h3_sh1.30_1.20	ctl	0	0	711	14383.392663999479	1.1058141787928175	15374.804336001676	0.9605336316620443	-55742.15159999474	-0.8626100791660626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5b2_km03_off_none_h3_sh1.30_1.20	dboth	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57374.424375995295	-0.8710980356849634	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774
r5b2_km03_off_none_h3_sh1.30_1.20	dhtr	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57398.46507999539	-0.8711701757760345	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923
r5b2_km03_off_none_h3_sh1.30_1.20	dstr	0	0	713	14124.516415999442	1.088130007236122	15091.069512001637	0.9310957303337914	-57233.7261679952	-0.8691730702856277	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154
r5b2_km03_off_none_h3_sh1.33_1.23	ctl	0	0	711	14383.392663999479	1.1058141787928175	15374.804336001676	0.9605336316620443	-55742.15159999474	-0.8626100791660626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5b2_km03_off_none_h3_sh1.33_1.23	dboth	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57374.424375995295	-0.8710980356849634	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774
r5b2_km03_off_none_h3_sh1.33_1.23	dhtr	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57398.46507999539	-0.8711701757760345	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923
r5b2_km03_off_none_h3_sh1.33_1.23	dstr	0	0	713	14124.516415999442	1.088130007236122	15091.069512001637	0.9310957303337914	-57233.7261679952	-0.8691730702856277	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154
r5b2_km03_off_none_h3_sh1.35_1.25	ctl	0	0	711	14383.392663999479	1.1058141787928175	15374.804336001676	0.9605336316620443	-55742.15159999474	-0.8626100791660626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5b2_km03_off_none_h3_sh1.35_1.25	dboth	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57374.424375995295	-0.8710980356849634	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774
r5b2_km03_off_none_h3_sh1.35_1.25	dhtr	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57398.46507999539	-0.8711701757760345	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923
r5b2_km03_off_none_h3_sh1.35_1.25	dstr	0	0	713	14124.516415999442	1.088130007236122	15091.069512001637	0.9310957303337914	-57233.7261679952	-0.8691730702856277	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154
r5b2_km03_off_none_h3_sh1.37_1.27	ctl	0	0	711	14383.392663999479	1.1058141787928175	15374.804336001676	0.9605336316620443	-55742.15159999474	-0.8626100791660626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5b2_km03_off_none_h3_sh1.37_1.27	dboth	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57374.424375995295	-0.8710980356849634	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774
r5b2_km03_off_none_h3_sh1.37_1.27	dhtr	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57398.46507999539	-0.8711701757760345	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923
r5b2_km03_off_none_h3_sh1.37_1.27	dstr	0	0	713	14124.516415999442	1.088130007236122	15091.069512001637	0.9310957303337914	-57233.7261679952	-0.8691730702856277	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154
r5c2_s01_base_h3_sm0.0388	ctl	0	0	711	14383.392663999479	1.1058141787928175	15374.804336001676	0.9605336316620443	-55742.15159999474	-0.8626100791660626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5c2_s01_base_h3_sm0.0388	dboth	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57374.424375995295	-0.8710980356849634	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774	-575.9913200000356	-578.2297200000485	-1632.2727760005582	-0.0392162308740025	-0.04701670854109408	-0.008487956518900774
r5c2_s01_base_h3_sm0.0388	dhtr	0	0	713	13807.401343999443	1.066597947918815	14796.574616001628	0.9135169231209502	-57398.46507999539	-0.8711701757760345	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923	-575.9913200000356	-578.2297200000485	-1656.313480000652	-0.0392162308740025	-0.04701670854109408	-0.008560096609971923
r5c2_s01_base_h3_sm0.0388	dstr	0	0	713	14124.516415999442	1.088130007236122	15091.069512001637	0.9310957303337914	-57233.7261679952	-0.8691730702856277	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154	-258.87624800003687	-283.7348240000392	-1491.574568000462	-0.01768417155669555	-0.029437901328252858	-0.006562991119565154
r5c2_s01_base_h3_sm0.0390	ctl	0	0	712	14355.512175999484	1.1030763821465848	15340.88946400168	0.9579412918434694	-55747.228751994626	-0.8626569094507688	0.0	0.0	0.0	0.0	0.0	0.0	-27.88048799999524	-33.91487199999574	-5.077151999888883	-0.0027377966462327485	-0.0025923398185748736	-4.6830284706200764e-05
r5c2_s01_base_h3_sm0.0390	dboth	0	0	713	13796.446079999454	1.0655962175922271	14774.98039200162	0.9119343326538546	-57388.54412799527	-0.8712058566963554	-559.0660960000296	-565.9090720000604	-1641.3153760006462	-0.03748016455435765	-0.04600695918961484	-0.008548947245586636	-586.9465840000248	-599.8239440000561	-1646.392528000535	-0.0402179612005904	-0.04859929900818971	-0.008595777530292836
r5c2_s01_base_h3_sm0.0390	dhtr	0	0	713	13796.446079999454	1.0655962175922271	14774.98039200162	0.9119343326538546	-57409.71969599535	-0.8712655360329155	-559.0660960000296	-565.9090720000604	-1662.490944000725	-0.03748016455435765	-0.04600695918961484	-0.008608626582146672	-586.9465840000248	-599.8239440000561	-1667.5680960006139	-0.0402179612005904	-0.04859929900818971	-0.008655456866852873
r5c2_s01_base_h3_sm0.0390	dstr	0	0	713	14110.322759999452	1.0867674161440746	15076.319432001626	0.9298503614269351	-57246.931847995314	-0.869261673434392	-245.189416000032	-264.5700320000542	-1499.7030960006887	-0.016308966002510195	-0.02809093041653432	-0.006604763983623196	-273.06990400002724	-298.48490400004994	-1504.7802480005776	-0.019046762648742943	-0.030683270235109195	-0.006651594268329397
